0 |[(73, 1), (74, 1), (75, 1), (77, 1), (78, 1), (79, 1), (82, 1), (84, 1), (85, 1), (86, 1), (87, 1), (88, 1), (89, 1), (90, 1)]|
2k |[(75, 1), (82, 1), (88, 1), (89, 1), (90, 1)]|
3 |[(73, 1), (74, 1), (75, 1), (78, 1), (81, 1), (82, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1), (88, 1), (89, 1), (90, 1)]|
30 |[(74, 1)]|
31 |[(73, 1)]|
3279 |[(81, 1)]|
33 |[(85, 1)]|
334490 |[(81, 1)]|
336 |[(74, 1)]|
34610 |[(84, 1)]|
35 |[(85, 1)]|
36429 |[(84, 1)]|
37 |[(86, 1)]|
38 |[(77, 1)]|
38445 |[(79, 1)]|
385 |[(78, 1)]|
3d |[(85, 1)]|
3rd |[(81, 1)]|
4 |[(73, 1), (74, 1), (75, 1), (82, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1), (88, 1), (89, 1), (90, 1)]|
40 |[(74, 1), (85, 1), (86, 1)]|
415 |[(78, 1)]|
422 |[(85, 1)]|
42461 |[(86, 1)]|
44 |[(79, 1)]|
45 |[(78, 1)]|
4610 |[(84, 1)]|
463 |[(76, 1)]|
47 |[(78, 1)]|
47098 |[(73, 1)]|
476 |[(78, 1)]|
480000 |[(86, 1)]|
48196 |[(83, 1)]|
5 |[(73, 1), (74, 1), (77, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
50 |[(74, 1), (86, 1)]|
503 |[(78, 1)]|
51 |[(76, 1), (79, 1)]|
515345 |[(76, 1)]|
52 |[(85, 1)]|
5201 |[(84, 1)]|
53 |[(75, 1), (82, 1), (88, 1), (89, 1), (90, 1)]|
5559 |[(78, 1)]|
58 |[(87, 1)]|
5s |[(84, 1)]|
6 |[(73, 1), (74, 1), (75, 1), (82, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1), (88, 1), (89, 1), (90, 1)]|
60 |[(74, 1), (77, 1)]|
600 |[(86, 1)]|
6118 |[(79, 1)]|
61331 |[(78, 1)]|
62 |[(86, 1), (87, 1)]|
630 |[(76, 1)]|
64 |[(74, 1)]|
640 |[(86, 1)]|
65 |[(86, 1)]|
653 |[(74, 1)]|
66 |[(74, 1)]|
68 |[(74, 1)]|
690 |[(74, 1)]|
698 |[(85, 1)]|
7 |[(73, 1), (74, 1), (75, 1), (82, 1), (84, 1), (85, 1), (86, 1), (87, 1), (88, 1), (89, 1), (90, 1)]|
70 |[(74, 1)]|
71 |[(74, 1)]|
715 |[(76, 1)]|
72 |[(74, 1)]|
725 |[(85, 1)]|
7368 |[(85, 1)]|
737 |[(78, 1)]|
74 |[(74, 1)]|
75 |[(74, 1), (77, 1), (83, 1), (86, 1), (87, 1)]|
76 |[(74, 1), (85, 1)]|
763500 |[(79, 1)]|
78 |[(74, 1), (76, 1)]|
8 |[(73, 1), (74, 1), (86, 1), (87, 1)]|
80 |[(74, 1), (75, 1), (82, 1), (88, 1), (89, 1), (90, 1)]|
81 |[(85, 1)]|
84 |[(85, 1)]|
85 |[(74, 1)]|
8504 |[(84, 1)]|
86 |[(85, 1)]|
8600 |[(78, 1)]|
87 |[(85, 1), (86, 1)]|
89 |[(77, 1), (85, 1)]|
9 |[(73, 1), (74, 1), (85, 1), (86, 1), (87, 1)]|
90 |[(74, 1), (76, 1), (77, 1), (84, 1)]|
92 |[(78, 1)]|
93 |[(85, 1)]|
94 |[(85, 1)]|
94080 |[(78, 1)]|
95 |[(74, 1)]|
958 |[(74, 1)]|
96 |[(84, 1)]|
97 |[(77, 1), (84, 1)]|
97331 |[(78, 1)]|
980 |[(73, 1)]|
99 |[(74, 1), (81, 1)]|
9905013 |[(77, 1)]|
a |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
aaai |[(77, 1)]|
abl |[(84, 1)]|
about |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
abov |[(78, 1)]|
abstract |[(73, 1), (76, 1), (77, 1), (78, 1), (79, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1)]|
abw5 |[(77, 1)]|
ac |[(77, 1), (79, 1)]|
acc |[(85, 1)]|
access |[(87, 1)]|
accord |[(85, 1), (87, 1)]|
accur |[(84, 1)]|
accuraci |[(74, 1), (77, 1), (85, 1), (87, 1)]|
acm |[(83, 1)]|
acquir |[(86, 1)]|
acquisit |[(86, 1)]|
across |[(73, 1)]|
action |[(84, 1)]|
activ |[(84, 1)]|
actor |[(82, 1)]|
actual |[(78, 1)]|
actuat |[(86, 1)]|
ad |[(81, 1)]|
ada |[(74, 1)]|
adapt |[(77, 1)]|
add |[(82, 1)]|
addit |[(84, 1)]|
ade |[(85, 1)]|
adenoma |[(85, 1)]|
admiss |[(87, 1)]|
adopt |[(78, 1)]|
advanc |[(73, 1), (77, 1)]|
advertis |[(81, 1)]|
aeberhard |[(77, 1)]|
aerospac |[(77, 1)]|
after |[(85, 1)]|
against |[(73, 1)]|
agent |[(81, 1)]|
aggreg |[(78, 1)]|
agre |[(83, 1)]|
aha |[(87, 1)]|
ahead |[(84, 1)]|
aht |[(85, 1)]|
ai |[(77, 1), (78, 1)]|
aid |[(85, 1)]|
air |[(77, 1)]|
ajay |[(78, 1)]|
akademischen |[(77, 1), (87, 1)]|
al |[(74, 1), (85, 1)]|
alain |[(77, 1)]|
alcalã |[(85, 1)]|
alexand |[(74, 1), (77, 1), (87, 1)]|
algorithm |[(73, 1), (74, 1), (77, 1), (78, 1), (87, 1)]|
ali |[(87, 1)]|
all |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
alli |[(77, 1)]|
along |[(78, 1), (83, 1)]|
alonso |[(77, 1)]|
also |[(78, 1), (85, 1), (87, 1)]|
alt |[(81, 1)]|
altern |[(77, 1)]|
alvarez |[(81, 1)]|
am |[(87, 1)]|
amherst |[(84, 1)]|
among |[(83, 1)]|
an |[(74, 1), (77, 1), (78, 1), (81, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
analys |[(77, 1)]|
analysi |[(77, 1), (78, 1), (83, 1)]|
anchor |[(81, 1)]|
and |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
andrew |[(77, 1)]|
angl |[(77, 1)]|
angstrom |[(78, 1)]|
ani |[(78, 1), (83, 1), (85, 1)]|
ann |[(74, 1)]|
annigma |[(77, 1)]|
anonym |[(87, 1)]|
anoth |[(85, 1)]|
anyon |[(83, 1)]|
anytim |[(77, 1)]|
apach |[(75, 1), (82, 1), (88, 1), (89, 1), (90, 1)]|
apertur |[(77, 1)]|
api |[(76, 1)]|
appear |[(80, 1), (85, 1)]|
appl |[(87, 1)]|
appli |[(77, 1), (83, 1)]|
applic |[(74, 1), (77, 1), (84, 1)]|
approach |[(74, 1), (77, 1), (85, 1)]|
approxim |[(78, 1), (87, 1)]|
arbitrari |[(78, 1)]|
archiv |[(75, 1), (82, 1), (88, 1), (89, 1), (90, 1)]|
are |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (81, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
area |[(73, 1), (76, 1), (77, 1), (78, 1), (79, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1)]|
ari |[(87, 1)]|
aright |[(84, 1)]|
arquitectura |[(77, 1)]|
array |[(84, 1), (86, 1)]|
arri |[(78, 1)]|
art |[(73, 1), (77, 1)]|
articl |[(77, 1)]|
artif |[(87, 1)]|
artifici |[(77, 1), (78, 1), (84, 1)]|
artist |[(76, 1)]|
as |[(73, 1), (74, 1), (77, 1), (78, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
asia |[(73, 1)]|
aspect |[(74, 1), (77, 1), (83, 1)]|
assess |[(85, 1)]|
associ |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
at |[(75, 1), (77, 1), (78, 1), (81, 1), (82, 1), (84, 1), (85, 1), (86, 1), (87, 1), (88, 1), (89, 1), (90, 1)]|
atom |[(78, 1)]|
attempt |[(79, 1)]|
attribut |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
audio |[(76, 1)]|
audiolog |[(87, 1)]|
ausgefuhrt |[(77, 1), (87, 1)]|
australian |[(77, 1), (87, 1), (89, 1)]|
author |[(87, 1)]|
autocorrel |[(85, 1)]|
autom |[(77, 1), (79, 1)]|
automat |[(74, 1), (77, 1), (78, 1), (81, 1), (85, 1), (87, 1)]|
autonom |[(81, 1)]|
avail |[(74, 1), (81, 1)]|
avelino |[(74, 1)]|
avenu |[(77, 1), (79, 1)]|
averag |[(73, 1), (74, 1), (76, 1)]|
aviv |[(81, 1)]|
avoid |[(76, 1), (85, 1)]|
aw |[(77, 1)]|
awardtyp |[(82, 1)]|
awtyp |[(82, 1)]|
axi |[(78, 1)]|
ayhan |[(77, 1)]|
b |[(74, 1), (77, 1), (79, 1), (84, 1), (86, 1)]|
b1 |[(86, 1)]|
b1_gea_f040_r2 |[(86, 1)]|
back |[(74, 1)]|
bag |[(77, 1), (78, 1)]|
band |[(77, 1), (85, 1)]|
bar |[(73, 1)]|
bartlett |[(77, 1)]|
base |[(74, 1), (77, 1), (78, 1), (81, 1), (83, 1)]|
basi |[(84, 1)]|
batteri |[(84, 1)]|
baxter |[(77, 1)]|
bay |[(78, 1)]|
bayesian |[(74, 1), (87, 1)]|
baylor |[(87, 1)]|
be |[(76, 1), (78, 1), (79, 1), (81, 1), (84, 1), (85, 1), (86, 1)]|
beach |[(73, 1), (87, 1)]|
beam |[(84, 1)]|
beat |[(77, 1)]|
becaus |[(74, 1), (78, 1), (85, 1)]|
becom |[(84, 1)]|
been |[(85, 1)]|
befor |[(86, 1)]|
beginn |[(85, 1)]|
belandia |[(77, 1)]|
belong |[(84, 1), (85, 1)]|
below |[(74, 1), (87, 1)]|
bench |[(77, 1)]|
benchmark |[(77, 1)]|
benign |[(85, 1)]|
bennett |[(77, 1)]|
bernad |[(77, 1), (87, 1)]|
bertin |[(76, 1)]|
best |[(74, 1), (85, 1)]|
between |[(76, 1), (77, 1), (78, 1), (87, 1)]|
bhanu |[(77, 1)]|
bhattacharyya |[(77, 1)]|
bia |[(78, 1)]|
binari |[(81, 1), (84, 1), (85, 1), (87, 1)]|
bioengin |[(86, 1)]|
biomedizinisch |[(83, 1)]|
bipartit |[(77, 1)]|
bir |[(77, 1)]|
blockeel |[(78, 1)]|
blue |[(84, 1)]|
blvd |[(78, 1)]|
board |[(86, 1)]|
boggess |[(77, 1)]|
bojun |[(77, 1)]|
bond |[(78, 1)]|
boost |[(77, 1)]|
boston |[(81, 1)]|
bostrom |[(77, 1)]|
both |[(76, 1), (85, 1)]|
bouckaert |[(87, 1)]|
bounc |[(77, 1)]|
bound |[(87, 1)]|
box |[(78, 1), (84, 1)]|
bpa |[(87, 1)]|
bre |[(87, 1)]|
break |[(84, 1)]|
breast |[(87, 1)]|
bredenstein |[(77, 1)]|
bridg |[(79, 1)]|
broken |[(84, 1)]|
build |[(79, 1)]|
bumper |[(84, 1)]|
bupa |[(87, 1)]|
busi |[(77, 1)]|
but |[(77, 1), (84, 1), (85, 1)]|
by |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
c |[(77, 1), (79, 1), (84, 1)]|
c4 |[(74, 1), (77, 1)]|
ca |[(78, 1)]|
cahead |[(84, 1)]|
calibr |[(86, 1)]|
california |[(74, 1), (77, 1)]|
call |[(78, 1)]|
cam |[(79, 1)]|
cambridg |[(79, 1)]|
cammeron |[(87, 1)]|
campbel |[(77, 1)]|
can |[(78, 1), (85, 1), (86, 1)]|
canada |[(77, 1)]|
cancer |[(87, 1)]|
carbon |[(86, 1)]|
carlo |[(77, 1)]|
carlotta |[(77, 1)]|
carmin |[(85, 1)]|
carolina |[(81, 1)]|
carriag |[(84, 1)]|
carter |[(74, 1)]|
case |[(74, 1), (77, 1), (85, 1)]|
cast |[(82, 1)]|
catalunya |[(86, 1)]|
categor |[(81, 1), (83, 1), (84, 1), (87, 1)]|
categori |[(73, 1)]|
catlett |[(74, 1)]|
cb3 |[(79, 1)]|
censu |[(74, 1)]|
center |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
cento |[(75, 1), (82, 1), (88, 1), (89, 1), (90, 1)]|
centr |[(77, 1), (87, 1)]|
cep |[(77, 1)]|
certain |[(77, 1)]|
chang |[(74, 1)]|
channel |[(84, 1), (86, 1)]|
chapman |[(78, 1)]|
chapter |[(77, 1), (87, 1)]|
charact |[(84, 1)]|
characterist |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1)]|
charl |[(77, 1)]|
chee |[(74, 1)]|
chemic |[(86, 1)]|
chess |[(74, 1)]|
chiranjib |[(77, 1)]|
chirp |[(77, 1)]|
choleski |[(77, 1)]|
chosen |[(74, 1)]|
chotirat |[(74, 1)]|
chri |[(77, 1)]|
christo |[(77, 1)]|
chromoendoscopi |[(85, 1)]|
chun |[(77, 1)]|
citat |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
cite |[(74, 1), (77, 1), (78, 1), (79, 1), (81, 1), (83, 1), (85, 1), (87, 1)]|
citi |[(77, 1)]|
cl |[(79, 1)]|
class |[(74, 1), (77, 1), (78, 1), (85, 1)]|
classif |[(73, 1), (74, 1), (77, 1), (78, 1), (79, 1), (81, 1), (83, 1), (85, 1), (86, 1), (87, 1)]|
classifi |[(74, 1), (77, 1), (78, 1), (85, 1), (87, 1)]|
clean |[(77, 1)]|
cleveland |[(87, 1)]|
clinic |[(87, 1)]|
clinician |[(85, 1)]|
clock |[(84, 1)]|
club |[(73, 1)]|
cluster |[(73, 1), (74, 1), (77, 1), (78, 1), (83, 1), (84, 1)]|
cml |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
cnr |[(77, 1)]|
co |[(85, 1), (86, 1)]|
code |[(86, 1)]|
cohen |[(81, 1), (84, 1)]|
collabor |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
collect |[(77, 1), (84, 1), (85, 1)]|
colleg |[(78, 1), (81, 1), (87, 1)]|
colm |[(74, 1)]|
colonoscop |[(85, 1)]|
colonoscopi |[(85, 1)]|
color |[(84, 1), (85, 1)]|
columbia |[(76, 1)]|
column |[(77, 1), (84, 1), (86, 1)]|
com |[(73, 1), (78, 1), (83, 1), (85, 1)]|
combin |[(74, 1), (77, 1), (78, 1), (85, 1)]|
comma |[(84, 1)]|
comment |[(87, 1)]|
commer |[(83, 1)]|
commerci |[(76, 1), (86, 1)]|
common |[(77, 1), (84, 1)]|
compar |[(85, 1)]|
compil |[(87, 1)]|
compon |[(77, 1)]|
comput |[(73, 1), (74, 1), (77, 1), (78, 1), (79, 1), (81, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
concaten |[(85, 1)]|
concentr |[(86, 1)]|
concept |[(74, 1)]|
conceptu |[(84, 1)]|
condit |[(77, 1), (83, 1), (85, 1), (86, 1)]|
conduct |[(74, 1), (86, 1)]|
cone |[(77, 1)]|
conf |[(78, 1), (81, 1)]|
confer |[(74, 1), (77, 1), (83, 1)]|
conform |[(78, 1)]|
conformation_nam |[(78, 1)]|
confus |[(85, 1)]|
connectionist |[(77, 1)]|
consensu |[(78, 1)]|
consid |[(73, 1), (85, 1)]|
consist |[(74, 1), (85, 1)]|
construct |[(78, 1)]|
consum |[(85, 1)]|
contact |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
contain |[(74, 1), (77, 1), (84, 1), (85, 1), (87, 1)]|
context |[(74, 1), (77, 1), (78, 1), (81, 1), (87, 1)]|
contin |[(81, 1)]|
continu |[(78, 1), (84, 1)]|
contract |[(84, 1)]|
contribut |[(77, 1)]|
control |[(84, 1), (86, 1), (87, 1)]|
convex |[(77, 1)]|
cook |[(74, 1), (77, 1)]|
cooman |[(77, 1)]|
copernicu |[(77, 1)]|
corpor |[(78, 1)]|
corr |[(77, 1)]|
correct |[(74, 1)]|
correl |[(77, 1)]|
correspond |[(74, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
corval |[(78, 1)]|
cost |[(77, 1)]|
could |[(85, 1)]|
council |[(77, 1), (87, 1)]|
count |[(78, 1)]|
counteract |[(86, 1)]|
coupl |[(81, 1)]|
covari |[(76, 1)]|
cover |[(84, 1)]|
crash |[(84, 1)]|
crawl |[(73, 1), (83, 1)]|
creat |[(85, 1)]|
creator |[(78, 1), (81, 1)]|
credit |[(74, 1)]|
cristianini |[(77, 1)]|
criteria |[(77, 1)]|
criterion |[(74, 1)]|
cross |[(83, 1)]|
crossov |[(77, 1)]|
cs |[(78, 1), (81, 1), (84, 1)]|
cslg |[(77, 1)]|
curv |[(87, 1)]|
custom |[(86, 1)]|
cv |[(87, 1)]|
cylind |[(77, 1)]|
cylindr |[(77, 1)]|
d |[(74, 1), (77, 1), (78, 1), (84, 1)]|
danc |[(73, 1)]|
dani |[(85, 1)]|
daniel |[(77, 1), (85, 1)]|
danni |[(77, 1)]|
darpa |[(84, 1)]|
data |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (82, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1), (90, 1)]|
databas |[(74, 1), (75, 1), (77, 1), (82, 1), (85, 1), (88, 1), (89, 1), (90, 1)]|
datapoint |[(87, 1)]|
dataset |[(74, 1), (76, 1), (78, 1), (80, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
date |[(73, 1), (76, 1), (77, 1), (78, 1), (79, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1)]|
david |[(74, 1), (77, 1), (78, 1), (81, 1), (87, 1)]|
day |[(86, 1)]|
de |[(77, 1), (78, 1), (83, 1), (87, 1)]|
dea |[(74, 1)]|
deakin |[(87, 1)]|
decis |[(74, 1), (77, 1), (78, 1), (87, 1)]|
declin |[(79, 1)]|
decost |[(77, 1)]|
defin |[(78, 1)]|
degre |[(77, 1), (84, 1)]|
deigo |[(77, 1)]|
dell |[(78, 1)]|
demiriz |[(77, 1)]|
denni |[(77, 1)]|
densiti |[(77, 1)]|
depart |[(74, 1), (77, 1), (78, 1), (84, 1), (87, 1)]|
depend |[(78, 1)]|
dept |[(77, 1), (81, 1)]|
depth |[(84, 1)]|
der |[(77, 1), (87, 1)]|
deriv |[(79, 1)]|
dermatolog |[(90, 1)]|
descent |[(77, 1)]|
describ |[(74, 1), (76, 1), (78, 1), (87, 1)]|
descript |[(73, 1), (76, 1), (77, 1), (78, 1), (79, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
design |[(78, 1), (84, 1), (86, 1)]|
destin |[(73, 1)]|
detail |[(79, 1), (87, 1)]|
detect |[(85, 1), (86, 1)]|
detrano |[(87, 1)]|
develop |[(74, 1), (77, 1), (84, 1)]|
deviat |[(74, 1)]|
dh |[(83, 1)]|
di |[(78, 1)]|
diabet |[(74, 1)]|
diagnos |[(85, 1)]|
dian |[(74, 1)]|
dietterich |[(77, 1), (78, 1)]|
differ |[(74, 1), (77, 1), (78, 1), (83, 1), (84, 1), (86, 1), (87, 1)]|
difficult |[(79, 1)]|
digit |[(83, 1)]|
dimension |[(76, 1), (77, 1)]|
dimitrio |[(74, 1), (77, 1)]|
dipartimento |[(78, 1)]|
direct |[(77, 1), (86, 1)]|
directli |[(77, 1), (84, 1), (85, 1)]|
directori |[(75, 1), (82, 1), (88, 1), (89, 1), (90, 1)]|
discov |[(84, 1)]|
discoveri |[(77, 1)]|
discret |[(77, 1), (78, 1)]|
discrimin |[(77, 1), (85, 1)]|
discuss |[(87, 1)]|
diseas |[(87, 1)]|
disi |[(78, 1)]|
disord |[(87, 1)]|
dispar |[(77, 1)]|
displac |[(78, 1)]|
dissert |[(77, 1), (78, 1), (87, 1)]|
dist |[(84, 1)]|
distanc |[(74, 1), (77, 1), (78, 1), (84, 1)]|
distribut |[(83, 1)]|
divers |[(77, 1)]|
dmitriy |[(81, 1)]|
do |[(77, 1), (85, 1)]|
doc |[(82, 1)]|
document |[(87, 1)]|
doe |[(80, 1)]|
doi |[(83, 1)]|
doktor |[(77, 1), (87, 1)]|
domain |[(74, 1), (83, 1), (86, 1)]|
domainâ |[(73, 1)]|
domeniconi |[(77, 1)]|
domin |[(84, 1)]|
domingo |[(87, 1)]|
don |[(83, 1)]|
donat |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1)]|
donor |[(78, 1), (81, 1), (87, 1)]|
dow |[(77, 1)]|
down |[(78, 1), (84, 1)]|
download |[(73, 1), (76, 1), (77, 1), (78, 1), (79, 1), (81, 1), (83, 1), (84, 1), (85, 1), (86, 1)]|
dr |[(77, 1)]|
dresden |[(83, 1)]|
drift |[(86, 1)]|
dror |[(81, 1)]|
drug |[(83, 1)]|
druglib |[(83, 1)]|
drugnam |[(83, 1)]|
drummond |[(77, 1)]|
duch |[(77, 1)]|
duin |[(77, 1)]|
durat |[(86, 1)]|
dure |[(77, 1), (84, 1)]|
dynam |[(79, 1), (84, 1)]|
e |[(74, 1), (77, 1), (78, 1), (83, 1), (84, 1), (85, 1), (87, 1)]|
ea |[(86, 1)]|
each |[(73, 1), (74, 1), (76, 1), (77, 1), (78, 1), (84, 1), (85, 1), (86, 1)]|
earlier |[(74, 1)]|
east |[(73, 1)]|
echo |[(76, 1)]|
ecml |[(78, 1)]|
edu |[(75, 1), (76, 1), (78, 1), (82, 1), (83, 1), (84, 1), (88, 1), (89, 1), (90, 1)]|
edvard |[(87, 1)]|
ee |[(76, 1)]|
effect |[(76, 1), (77, 1), (83, 1), (87, 1)]|
effici |[(78, 1), (87, 1)]|
eggermont |[(74, 1)]|
ein |[(77, 1), (87, 1)]|
either |[(74, 1)]|
ekin |[(74, 1)]|
elaps |[(86, 1)]|
electron |[(86, 1)]|
element |[(85, 1)]|
elena |[(77, 1)]|
eleven |[(87, 1)]|
elisabet |[(77, 1)]|
els |[(83, 1)]|
embrecht |[(77, 1)]|
emmanouilidi |[(77, 1)]|
empir |[(77, 1), (78, 1), (87, 1)]|
encod |[(77, 1), (81, 1)]|
encount |[(84, 1)]|
end |[(76, 1)]|
endgam |[(74, 1)]|
energi |[(77, 1), (78, 1)]|
eng |[(77, 1)]|
engin |[(77, 1)]|
enginyeria |[(77, 1)]|
ensembl |[(77, 1), (78, 1), (87, 1)]|
entri |[(83, 1)]|
environ |[(84, 1)]|
eq |[(87, 1)]|
erim |[(77, 1)]|
erin |[(77, 1)]|
erlangung |[(77, 1), (87, 1)]|
error |[(77, 1), (87, 1)]|
esearch |[(77, 1)]|
especi |[(87, 1)]|
ester |[(77, 1), (87, 1)]|
estim |[(77, 1), (87, 1)]|
et |[(74, 1), (85, 1)]|
